RespondentID,Consent,Age,MOSTRECENTyearofstudy,ConsideringUniversityinFuture,GoodunderstandingofPhilosophy,GoodunderstandingofSociology,GoodunderstandingofPsychology,GoodunderstandingofHistory,GoodunderstandingofEthics,GoodunderstandingofTheology,GoodunderstandingofReligiousStudies,GoodunderstandingofPolitics,GoodunderstandingofEnglish,GoodunderstandingofMath,GoodunderstandingofComputerScience,GoodunderstandingofBusiness,InterestinstudyingPhilosophy,InterestinstudyingSociaology,InterestedinStudyingPsychology,InterestedinstudyingHistory,InterestedinstudyingEthics,InterestedinstudyingTheology,InterestedinstudyingReligiousStudies,InterestedinstudyingPolitics,InterestedinstudyingEnglish,InterestedinstudyingMath,InterestedinstudyingComputerScience,InterestedinstudyingBusiness,Philosophyemployability,Sociologyemployability,PsychologyEmployability,Historyemployability,Ethicsemployability,Theologyemployability,ReligiousStudiesemployability,Politicsemployability,Englishemployability,Mathemployability,ComputerScienceemployability,Businessemployability,Theologyasubjectforreligiouspeople,Religionasubjectforreligiouspeople,TheologydegreeincludesPrefernottosay,TheologydegreeincludesPsychology,TheologydegreeincludesArts,TheologydegreeincludesSociology,TheologydegreeincludesPolitics,TheologydegreeincludesHistory,TheologydegreeincludesPhilosophy,TheologydegreeincludesEthics,TheologydegreeincludesArchaeology,TheologydegreeincludesTextualStudies,TheologydegreeincludesLiterature,TheologydegreeincludesLaw,TheologydegreeincludesEconomics,TheologydegreeincludesScience,ReligiousStudiesdegreeincludesPrefernottosay,ReligiousstudiesdegreeincludesPsychology,ReligiousstudiesdegreeincludesArts,ReligiousstudiesdegreeincludesSociology,ReligiousstudiesdegreeincludesPolitics,ReligiousstudiesdegreeincludesHistory,ReligiousstudiesdegreeincludesPhilosophy,ReligiousstudiesdegreeincludesEthics,ReligiousstudiesdegreeincludesArchaeology,ReligiousstudiesdegreeincludesTectualstudies,ReligiousstudiesdegreeincludesLiterature,ReligiousstudiesdegreeincludesLaw,ReligiousstudiesdegreeincludesEconomics,ReligiousstudiesdegreeincludesScience,PhilosophydegreeincludesPrefernottosay,PhilosophydegreeincludesPolitics,PhilosophydegreeincludesHistory,PhilosophydegreeincludesEthics,PhilosophydegreeincludesTheology,PhilosophydegreeincludesReligion,PhilosophydegreeincludesLaw,PhilosophydegreeincludesEconomics,PhilosophydegreeincludesMath,PhilosophydegreeincludesLogic,CurrentlyorintendingtostudyAlevelreligiousstudies,GCSEReligiousStudies,GCSEReligiousStudiesreasonprefernottosay,GCSEReligiousstudieswantedto,GCSEreligiousstudiesparentswanted,GCSEreligiousstudiescompulsory,Gender,Ethnicity,EthnicityOther,ReligiousAffliation,ReligiousAffiliationOther
12760709188,1,3,1,1,4,2,5,4,4,1,4,4,4,4,2,5,3,3,5,3,3,1,3,3,1,1,1,3,3,4,4,5,4,4,4,4,5,5,5,4,1,1, , , , , , ,6,7, ,9, , , , , , , ,3,4,5,6,7, ,9, ,11,12, , ,1, ,3,4,5,6, , ,9,2,2, , , , ,2,14, ,5, 
12760708884,1,2,1,1,2,4,3,4,3,1,5,3,5,5,1,3,1,4,4,1,1,1,1,1,4,4,1,4,3,3,2,2,3,0,1,3,4,5,5,4,0,1,0, , , , , , , , , , , , , , , , , ,4,5, ,7, , , , , , ,0, , , , , , , , , ,2,2, , , , ,2,14, ,17, 
12760708626,1,3,2,2,2,2,2,2,2,2,4,4,3,4,4,4,1,1,1,1,1,1,1,1,2,4,4,5,2,3,3,2,3,1,1,4,3,5,5,5,3,3, , , , , , ,6, ,8,9, , , , , , , , , ,5, , , ,9, , , , , ,1, , , , ,6, , , ,2,1, , , ,3,2,6, ,11, 
12760708427,1,2,1,2, ,5,5,4,1,2,1,3,4,5,1,4,1,2,4,3,1,1,1,1,1,1,1,1,3,1,3,3,0,3, ,5,3,4,3,5,2,3, , , , , , ,6,7, ,9, ,11, , , , , ,3, , ,6,7, ,9, , , , , , ,2,3,4,5,6, , , ,2,2, , , , ,2,0, ,0, 
12760707273,1,3,2,1,2,3,2,5,1,1,4,3,1,3,4,3,1,4,4,5,1,1,1,1,1,1,5,4,2,4,4,2,3,3,3,2,2,4,4,4,4,4, , , ,3, , ,6,7, ,9,10, , ,13, , ,2,3, , ,6,7,8,9,10, , , , ,1,2,3,4,5,6,7, ,9,2,1, ,1, ,3,1,2, ,1, 
12760704101,1,3,2,1,1,2,3,4,2,1,4,1,5,4,2,1,3,2,4,1,3,4,3,3,4,2,3,3,2,3,3,2,2,1,2,2,2,4,5,1,2,1, ,1, , , ,5, , , , , , , ,13, , , ,3, ,5, ,7, , , , , , , , , , ,4,5, , , , ,2,2, , , , ,2,14, ,5, 
12760703269,1,4,3,1,4,5,4,4,1,2,4,1,4,4,4,3,4,5,5,4,4,3,2,2,5,1,2,2,2,4,4,3,3,3,3,2,4,5,4,2,1,1, , ,2,3, ,5,6,7, , ,10,11, , , , , , , ,5,6,7, , , , , , , , , ,3,4,5, , , , ,2,2, , , , ,1,14, ,2, 
12760703264,1,4,3,1,4,3,5,4,4,2,4,5,4,4,3,4,1,1,4,1,1,1,1,1,2,1,1,2,2,2,4,3,2,2,2,2,3,2,5,4,1,1, , , ,3, , ,6,7, ,9, , , , , ,1, ,3, , ,6,7, ,9,10, , , , , , ,3,4,5, , , ,9,2,2, , , , ,2,17, ,15, 
12760702578,1,2,1,1,1,1, ,4,1,2,4,2,4,4,3,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,4,1,3,3, , , , , , , ,7, , , , , , , , , , , ,5, , , , , , , , , , , ,3, , , , , , ,2,1, , , ,3,2,17, ,5, 
12760702239,1,3,2,1,4,2,5,5,4,2,4,4,5,5,4,5,4,4,5,4,5,2,2,2,4,1,1,1,3,4,4,4,2,4,3,4,5,5,4,5,1,1, , , , , ,5,6,7, ,9, , , , , , , ,3,4,5,6,7, ,9,10, , , , ,1,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,15, 
12760700853,1,3,2,1,4,1,1,4,4,4,4,2,4,4,3,3,2,2,3,1,3,3,3,1,1,2,2,4,2,2,3,1,1,3,3,2,2,4,5,5,1,2, , , ,3, , ,6,7, ,9, , , , , , , ,3, ,5,6,7, ,9, ,11, , , ,1,2,3,4,5, , , , ,2,1, ,1, , ,1,4, ,11, 
12760700632,1,2,1,1,3,2,3,4,3,1,4,3,5,5,3,3,4,4,4,4,4,4,1,2,2,1,1,2,2,4,5,3,2,3,3,3,4,5,5,5,2,1, , ,2, , ,5,6,7, ,9,10, , , , ,1, ,3,4,5,6,7, , , ,11, , , ,1,2,3,4,5,6, ,8, ,2,2, , , , ,2,2, ,14, 
12760700064,1,3,2,1,3,3,3,4,2,2,4,4,4,4,3,4,1,1,1,1,1,1,1,3,1,3,1,3,2,3,3,3,2,2,2,4,4,4,5,5,1,1, ,1, ,3, , ,6,7, ,9,10, , , , , , , , , ,6,7, , , , , , , , , ,3,4,5, , , ,9,2,1, , , ,3,2,14, ,1, 
12760700010,1,4,3,2,3,4,4,4,4,1,4,3,4,4,2,4,2,4,4,4,2,1,4,1,5,4,1,1,3,3,4,3,3,0,2,3,5,5,5,5,1,1, , , , ,4,5,6,7,8, , ,11, ,13, , , , ,4,5,6, , , ,10,11,12, , ,1, ,3, ,5,6,7, , ,2,1, ,1, , ,2,14, ,17, 
12760698899,1,4,3,1,4,3,5,5,3,4,5,4,5,5,3,4,3,2,5,2,2,3,3,1,4,1,1,3,3,4,5,4,3,3,3,4,5,5,5,4,2,1, , , , ,4,5,6,7, , , , , , , , , , ,4, ,6,7, , , , , , , ,1, ,3,4,5, , , ,9,2,1, , , ,3,2,7, ,5, 
12760698808,1,4,3,1,4,2,2,5,4,4,5,3,5,1,2,2,5,4,5,5,5,5,5,4,5,1,2,2,1,1,4,1,1,2,2,4,3,4,5,4,1,1, , , , , ,5, ,7, ,9,10, , , , , , , , ,5,6,7, ,9, ,11, ,13, ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,3, ,11, 
12760698410,1,2,1,1,5,2,2,4,5,5,5,3,4,5,3,2,4,2,2,5,3,4,4,2,3,5,1,2,4,3,3,4,4,3,5,5,5,5,5,5,3,1, , , , , ,5,6,7, , ,10, , , , , , , , , ,6,7, ,9,10, , , , ,1, ,3,4,5,6, , ,9,1,2, , , , ,2,14, ,15, 
12760697712,1,4,3,1,2,2,4,4,2,2,3,3,4,5,3,1,2,1,2,1,1,1,1,3,1,4,1,1,3,3,5,3,0,4,3,3,5,3,5,4,0,1, , , , , ,5,6,7, , ,10, , , , , , , , , ,6,7, , ,10, , , , , ,2,3,4,5,6, , , ,2,1, ,1, ,3,2,14, ,5, 
12760697667,1,3,2,3,4,5,4,2,4,2,4,2,4,4,5,4,2,4,3,1,3,2,3,1,3,2,5,2,3,4,5,2,3,3,2,3,5,5,5,5,2,1, , , ,3, ,5,6,7, , , , , , , , , ,3, ,5,6,7, , , ,11, , , , , ,3,4,5, , , ,9,2,1, ,1,2,3,2,2, ,14, 
12760696712,1,4,3,1,3,5,3,3,4,3,4,5,4,5,3,3,3,4,2,2,3,2,2,2,2,2,2,2,3,4,3,4,3,3,3,4,5,5,5,5,3,4, ,1, , , , , , , , , ,11, , , , , , , , , , , ,9, , , , , , , , ,4, , , , ,9,2,2, , , , ,2,14, ,2, 
12760696706,1,3,2,1,4,4,4,5,3,4,4,4,5,5,3,3,3,4,2,4,3,2,1,5,4,1,1,1,2,4,5,5,3,3,2,5,4,4,5,5,1,1, , , , , , ,6,7, ,9, , , , , , , , , ,5,6,7, ,9, , , , , ,1,2,3,4,5, , , , ,2,2, , , , ,2,14, ,15, 
12760695482,1,2,1,3,3,2,2,2,2,1,2,2,2,3,4,1,3,4,3,3,1,2,2,1,1,3,4,1,2,3,4,3,2,1,2,3,3,5,5,4,1,1, ,1, ,3, , ,6,7, ,9,10,11, ,13, ,1, ,3,4,5,6,7,8,9, ,11, , , , , ,3,4,5,6, , , ,2,1, , , ,3,2,7, ,11, 
12760694800,1,2,1,2,4,4,2,3,4,2,2,5,0,5,3,2,4,1,4,2,4,4,4,5,4,2,5,5,2,3,3,4,4,5,1,4,3,4,4,2,0,0,0, , , , , , , , , , , , , ,0, , , , , , , , , , , , , ,0, , , , , , , , , ,3,3, , , , ,2,2, ,1, 
12760694694,1,3,2,2,4,2,1,1,5,4,5,4,4,4,1,2,4,1,1,1,4,4,5,2,3,2,1,1,4,2,2,2,3,2,4,3,3,3,2,3,3,3, , ,2,3, ,5,6,7,8, , ,11,12,13, , ,2, ,4, ,6,7, , , , , , , ,1, ,3,4,5, , , , ,1,1, ,1, , ,2,10, ,15, 
12760694211,1,3,2,2,2,1,2,3,4,2,3,2,3,3,4,2,2,3,2,3,1,2,3,2,3,2,1,2,2,3, ,3,4,2,2,3,3,4,4,4,2,1, , , , , , ,6, , , , , , , , , , , ,4, ,6,7, , , ,11, , , , , , ,4, , , ,8,9,2,1, ,1, , ,3,14, ,17, 
12760693352,1,4,3,1,1,2,1,2,3,2,3,2,2,5,2,2,2,2,4,1,2,2,1,1,1,3,2,2,1,2,3,1,3,2,1,3,2,4,5,2,1,1, , , , , ,5,6,7, ,9,10, , , , , , , , ,5,6,7, ,9, ,11, , , , ,2,3,4,5,6, , , ,2,1, , , ,3,2,7, ,5, 
12760693090,1,2,1,2,4,1,2,5,4,2,4,5,5,3,1,4,4,1,1,5,2,3,4,5,5,1,1,1,1,2,4,4,1,2,2,2,3,5,5,5,1,1, , , ,3,4, ,6,7, , , , , , , , , , , , ,6,7, , , , , , , ,1, ,3,4,5, , , , ,2,2, , , , ,2,14, ,2, 
12760692812,1,3,2,1,4,4,5,4,4,1,5,2,4,5,1,2,1,4,5,4,1,1,1,1,1,1,1,1,1,4,5,3,3,2,1,4,4,5,5,5,3,1, , , , , , ,6, , , , ,11, , , , , , , , ,6,7, , , ,11, , , , , , ,4,5,6, , , ,2,1, ,1, , ,2,14, ,2, 
12760692735,1,2,1,1,3,2,4,4,2, ,3,2,5,5,5,2,2,2,3,1,2,2,2,1,4,1,3,1,2,3,3,3, ,2,2,3,4,5,4,5,1,1, , , , , ,5,6,7,8,9,10, , , , , , , , , ,6, , ,9, , , , , , ,2, , , , , , ,9,2,1, ,1, , ,2,14, ,1, 
12760691034,1,3,2,1,4,4,4,4,4,1,4,4,4,5,4,3,2,2,4,2,1,2,2,1,2,4,1,1,2,3,3,3,2,0,2,3,2,5,4,5,0,3, , , , , , , , , , , ,11, , , , , ,3, ,5,6,7, , , , , , , , , , , ,5, , , , ,2,1, ,1, , ,2,14, ,17, 
12760690605,1,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,3,3,4,3,2,4,1,4,2,4,4,2,2,2,2,3,4,2,3,5,1,1, ,1, , , ,5,6,7,8, , , , , , ,1, , , ,5,6,7, , , , , , , , ,2, ,4,5, , ,8,9,2,1, ,1, , ,2,3, ,11, 
12760689125,1,3,2,1,2,2,2,4,1,5,2,2,5,1,1,2,3,2,2,2,1,3,2,2,5,1,1,1,3,3,3,3,2,2,2,3,4,4,4,4,1,1, , , , , ,5,6, , , ,10, , , , , , , , ,5,6, , ,9,10, , , , , ,2, , ,5, , , ,9,2,2, , , , ,2,14, ,17, 
12760687605,1,4,3,1,2,2,4,5,5,2,3,5,1,1,3,3,1,2,5,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5, , , , ,4, , , , ,9, , , , , , , , ,4, ,6,7, , , , , , , , , , , ,5, , , ,9,2,1, ,1, , ,2,14, ,5, 
12760686845,1,4,3,1,4,5,5,4,4,4,4,4,4,4,4,5,2,4,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,2,3,2,2,5,4,4,3,4, , , , , , ,6,7,8, ,10, , , , , , , ,4,5,6,7, , , , , , , ,1,2,3,4,5,6,7, , ,2,2, , , , ,2,14, ,17, 
12760685944,1,3,2,2,3,4,5,5,1,1,5,4,5,5,4,2,3,1,5,1,1,1,1,1,4,1,1,3,3,2,3,1,3,1,1,2,5,5,3,5,1,1, , ,2, , ,5, , ,8, ,10, , , , ,1, , , , ,6,7, , , , , ,13, , , ,3, ,5, , , ,9,2,1, , , ,3,2,14, ,5, 
12760685921,1,2,1,1,4,4,4,3,1,1,4,2,4,4,1,3,3,3,2,1,3,3,2,1,4,1,1,1,3,3,4,3,3,2,3,4,4,5,5,5,1,1, ,1, ,3, ,5,6, , ,9, , , , , ,1, ,3, ,5,6,7, ,9, , , , , ,1,2,3,4,5, , , , ,2,1, ,1, , ,2,7, ,5, 
12760685844,1,3,3,1,1,2,2,2,2,1,1,3,1,5,5,5,1,1,1,1,1,1,1,1,1,4,4,4,1,2,2,1,1,1,1,2,1,5,5,5,2,4, ,1,2, , ,5,6,7, ,9, , , , , , ,2, , ,5,6,7,8,9,10, , , , ,1,2,3,4,5, , , ,9,2,2, , , , ,1,2, ,9, 
12760684374,1,2,1,1,5,5,5,5,5,5,5,3,4,4,3,4,4,4,4,2,4,4,4,2,2,2,2,2,3,5,5,5,4,3,4,3,5,5,4,3,1,1, ,1, ,3,4,5,6,7, , ,10,11, , , ,1, ,3,4,5,6,7,8, , ,11, ,13, ,1,2,3,4,5,6, , ,9,1,1, ,1, ,3,2,14, ,1, 
12760683685,1,2,1,1,1,4,4,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,3,3,2,3,4,4,3,5,5,1,3,0, , , , , , , , , , , , , , , , , , ,5,6, , , ,10, , , , , ,2, ,4, , , , ,9,2,2, , , , ,2,1, ,11, 
12760682504,1,4,3,1,4,5,4,5,4,5,4,4,5,4,1,0,1,1,2,5,3,0,5,1,5,4,4,5,3,4,5,5,4,3,2,4,5,4,5,4,5,4, , , , , , ,6, , , , , , , , , , ,3, , , , , , , , , , , ,1, , , , , , , , ,1,1, , ,2, ,2,2, ,6, 
12760682177,1,3,2,1,5,3,3,5,5,5,5,4,5,2,2,3,5,2,2,4,4, ,4,4,5,1,1,2,3,1,4,3,5,2,3,3,5,4,5,5,1,1, ,1, ,3,4,5,6,7,8,9,10, , , , ,1, , ,4,5,6,7, ,9,10, , ,13, ,1,2,3,4,5,6, ,8,9,1,1, ,1, , ,2,14, ,1, 
12760681997,1,3,2,1,4,4,5,4,2,1,4,2,5,2,1,2,2,4,5,1,2,2,2,1,4,1,1,1,2,4,4,5,2,3,2,4,5,5,5,4,1,1, ,1, ,3, , ,6,7, ,9,10, , , , , , ,3, , ,6,7, , , , , , , , , ,3,4,5, , , , ,2,1, , , ,3,2,14, ,8, 
12760681372,1,4,3,1,4,5,4,5,4,3,4,4,4,4,2,5,2,5,4,4,4,2,2,2,2,2,1,4,2,3,4,3,2,2,2,3,3,4,2,4,2,1, , , ,3,4, ,6,7, ,9, ,11, ,13, , , , ,4, ,6,7, , , , , ,13, ,1,2,3,4,5, , , ,9,2,1, , , ,3,2,14, ,2, 
12760680964,1,2,1,2,2,2,3,5,3,2,5,3,5,4,4,4,2,3,4,5,2,2,5,2,5,4,5,4,3,4,3,4,4,4,3,3,3,5,4,5,1,1, , , , , , , , ,8, , , , , , , , , , , ,6,7,8, , , , , , , , ,3, , , , , , ,2,1, , , ,3,2,6, ,15, 
12760679990,1,2,1,1,0,2,4,2,1,1,1,1,3,5, ,5,1,5,5,1,1,1,1,1,5,5,1,5,2,1,5,5,2,1,2,1,5,5,2,5,2,4, , , , , , , , , , , , , , , , ,2, , , ,6,7,8, , , , , , , , , , , , , ,8, ,1,1, ,1, , ,2,3, ,12, 
12760679370,1,4,3,1,2,2,4,4,2,2,2,2,4,4,3,3,3,4,4,3,3,3,2,1,1,4,3,2,3,3,4,3,2,1,3,4,2,4,5,4,1,1, , , , , ,5,6,7, ,9,10,11, , , , , ,3, ,5,6,7, ,9,10,11, ,13, , , ,3,4,5,6, , ,9,2,2, , , , ,2,14, ,17, 
12760679332,1,4,3,3,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,4,4,4,5,5,4,3,5,5,4,4,4,1,5, , , , , , , ,7, , , , , , , , , , , , ,6, , , , , , , , , , , , ,5, , , , ,2,1, , ,2,3,1,0, ,16, 
12760677846,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,4,2,4,5,5,1,1, , , ,3, ,5,6,7, , , , , , , , , , , , ,6, , , , , , , , , , ,3,4, , , , , ,2,2, , , , ,2,14, ,2, 
12760677102,1,2,1,2,2,3,2,5,1,1,1,3,5,5,5,2,1,1,1,1,1,1,1,1,2,4,4,1,1,2,1,2,1,1,1,4,1,5,5,5,3,5, ,1,2,3,4,5,6,7,8,9,10,11,12, , , , ,3,4,5,6,7, , , ,11, , , ,1, ,3,4,5,6, , , ,2,2, , , , ,1,13, ,2, 
12760676288,1,3,2,1,2,2,4,3,1,1,1,3,4,4,4,4,4,1,4,1,1,1,1,1,2,4,4,4,1,3,4,2,1,0,1,3,3,4,5,5,1,1, , , , , ,5,6, ,8,9,10, , , , , ,2,3, ,5,6,7, ,9,10, , , , , , ,3, , , , , ,9,2,2, , , , ,2,2, ,9, 
12760675438,1,4,3,1,1,4,4,3,1,1,4,2,4,3,1,2,1,4,4,1,1,1,3,1,2,1,1,2,1,4,4,2,4,1,1,4,4,5,5,4,3,1, , , ,3, , ,6,7, , , , , , , , , , , ,5,6,7, , , , , , , , ,2,3,4,5, , , , ,2,1, , , ,3,2,14, ,5, 
12760675125,1,2,2,1,4,3,5,5,2,2,4,5,4,5,4,5,3,4,5,1,3,3,2,4,5,1,1,4,3,4,5,3,2,2,3,4,4,5,5,5,1,1, , , ,3, , ,6,7, , ,10, , , , , , ,3, ,5,6,7, , , , , , , , ,2,3,4,5, , , ,9,2,1, ,1, , ,2,14, ,1, 
12760674741,1,2,1,1,2,2,4,5,1,2,4,2,5,4,4,4,2,3,2,2,1,1,2,3,4,1,2,1,3,4,5,5,3,2,3,4,5,5,5,5,1,1, ,1,2, , , ,6,7, ,9,10, , , , ,1,2,3, ,5,6,7, ,9,10, , , , ,1,2,3,4,5,6, , ,9,2,2, , , , ,2,14, ,1, 
12760674326,1,2,1,2,5,3,2,4,5,4,5,4,4,4,2,2,3,4,1,1,4,3,4,4,1,1,1,1,2,4,5,3,3,2,4,4,2,4,4,5,2,1, , , ,3, ,5,6,7,8,9,10, , , , ,1, , , ,5,6,7, ,9, ,11, , , ,1,2,3,4,5,6,7, ,9,1,1, ,1, , ,2,14, ,1, 
12760674219,1,4,3,1,3,2,5,4,1,2,1,3,2,4,4,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3,4,2,1,1,1,3,2,4,5,4,0,0, , , , , , ,6,7, , , , , , , , , , , , ,6,7, , , , , , , , ,2,3, , , , , , ,2,2, , , , ,2,17, ,2, 
12760673740,1,2,1,1,4,2,4,5,3,1,3,4,4,5,4,3,2,4,2,4,2,3,1,2,4,1,1,2,2,3,3,3,2,3,2,5,4,5,5,4,3,1, , , , , , , , , ,9, , , , , ,1, ,3,4,5,6,7, ,9,10,11, , , ,1, ,3, ,5, , , , ,2,2, , , , ,1,14, ,5, 
12760673613,1,3,2,1,2,3,4,4,2,1,3,1,2,4,2,3,1,1,4,4,1,1,1,1,1,1,1,1,1,2,4,3,3,1,1,3,3,4,4,4,3,1, , , , , , ,6, ,8, ,10, , , , , , , , ,5,6, , , , ,11, , , , ,2,3,4,5, , , , ,2,1, , ,2, ,2,14, ,5, 
12760672907,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,3,3,3,0, , , , , , , , , , , , , ,0, , , , , , , , , , , , , ,0, , , , , , , , , ,3,3, , , , ,2,2, ,1, 
12760672433,1,2,1,1,5,4,5,1,5,4,5,1,4,5,3,2,3,2,5,2,2,2,3,2,1,4,1,2,2,2,3,4,2,2,2,2,4,4,5,5,1,1, , , , , ,5,6,7, , , , , , , , , , ,4, ,6,7, , , , , , , , , ,3,4, , , , , ,2,1, , , ,3,2,14, ,17, 
12760672302,1,2,2,1,4,3,3,4,1,4,4,4,4,4,2,3,5,2,3,2,3,5,5,2,2,3,1,2,2,2,3,2,1,3,2,4,2,5,5,5, ,3, , , , , , ,6,7, ,9, , , , , , ,2, , , ,6,7, ,9,10, , , , ,1,2,3,4,5,6,7,8,9,1,1, ,1, , ,1,10, ,2, 
12760672222,1,3,2,1,4,4,4,4,4,4,4,4,4,5,2,3,4,2,2,2,2,3,2,2,2,4,2,2,2,3,4,3,2,3,2,4,3,4,5,4,1,1, ,1, , ,4,5,6,7, , ,10,11, , , , , , , , ,6,7, , ,10,11, , , ,1, ,3,4,5,6, , ,9,2,1, , , ,3,2,14, ,5, 
12760671805,1,3,1,1,2,4,3,4,3,4,5,4,5,5,3,4,1,4,4,1,1,2,3,2,1,3,4,2,1,2,2,1,1,4,1,4,3,3,5,5,1,1, , , , , , , , , , , , , ,13, , , , , ,5, ,7, , , , , ,13, , ,2, , , , , , ,9,2,2, , , , ,2,1, ,11, 
12760671610,1,3,2,1,2,4,5,1,1,3,3,2,4,4,5,3,4,4,5,1,3,3,3,2,2,3,1,5,0,0,5,0,0,5,5,3,4,5,5,5,5,5, , , , , , ,6,7, ,9, , , , , ,1, , , ,5,6,7, ,9, , , , , ,1,2,3,4,5,6,7,8,9,2,2, , , , ,2,6, ,5, 
12760671546,1,3,2,1,4,2,5,2,3,2,2,2,3,2,2,2,4,4,5,2,3,1,1,2,2,1,1,1,3,3,4,3,3,3,3,4,3,5,4,5,1,1, , , , ,4, ,6,7, , ,10, , , , , , , ,4,5,6,7, , , , , , , ,1,2,3,4,5, , , ,9,1,1, , , ,3,3,12, ,2, 
12760671249,1,3,2,1,3,3,4,4,2,2,3,3,3,5,4,3,1,1,2,2,1,1,1,3,1,4,3,1,2,2,3,4,3,1,2,4,2,5,5,3,1,4, ,1,2,3,4,5, , ,8, , ,11, , , , , , ,4,5,6,7, , , ,11, , , , ,2,3,4,5,6, , , ,2,1, , , ,3,1,14, ,5, 
12760671100,1,2,1,1,4,2,5,4,4,2,4,4,4,5,2,4,4,2,5,4,2,2,2,2,4,2,1,4,3,2,4,4,3,2,3,5,5,5,5,5,0,1, , , , , , ,6,7, , ,10, , , , , , , ,4, ,6,7, ,9, ,11, , , , , ,3,4, , , , ,9,2,1, , , ,3,2,14, ,15, 
12760670966,1,4,3,1,3,5,4,4,3,2,4,4,5,4,4,4,2,4,4,2,2,3,1,3,3,1,1,3,2,3,3,2,3,3,1,4,2,5,4,4,3,4, ,1,2,3, ,5,6,7, , , , , , , ,1, ,3,4,5, ,7, , ,10, , , , ,1,2,3,4,5, ,7, , ,2,2, , , , ,2,14, ,17, 
12760670287,1,2,1,1,3,4,4,4,3,2,5,5,5,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,2,4,3,3,1,2,2,3,5,5,5,5,1,3, , , , ,4,5,6,7, , , , , , , , , , , ,5,6,7, , , , , , , ,1,2,3,4,5,6, , ,9,2,1, , , ,3,2,7, ,11, 
12760670026,1,4,3,1,2,4,2,4,2,1,4,2,2,4,2,1,1,3,3,1,2,1,2,1,2,2,1,3,2,1,2,1,2,2,1,5,3,5,5,4,5,1, ,1, , , , , , , , , , , , , , , , , ,5,6,7, , , , , , , , ,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,2, 
12760669222,1,3,2,1,3,3,4,4,3,3,4,5,4,4,4,3,4,4,2,4,3,1,2,5,2,1,1,2,4,2,2,4,3,3,4,4,4,5,5,3,5,4, , , , , , ,6, , ,9, , , , , , , , , , ,6,7, ,9, , , , , , ,2,3, ,5, , , , ,2,1, , , ,3,2,14, ,1, 
12760668820,1,2,3,1,3,3,3,4,3,2,4,5,5,5,4,4,2,4,4,2,2,2,2,4,2,4,2,4,3,4,4,4,3,3,3,5,3,4,3,5,2,1, , , , , , , , , , ,10,11,12, , , , , , ,5, ,7, , , ,11, , , , ,2,3, , , , , , ,2,1, , , ,3,2,1, ,11, 
12760668581,1,3,2,2,3,3,3,4,3,3,3,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0, , , , , , , , , , , , , , , , , , , , ,7,8, , , , , ,0, , , , , , , , , ,2,2, , , , ,2,14, ,5, 
12760668417,1,4,3,1,3,3,5,4,2,4,3,4,3,4,4,2,5,3,5,3,2,3,2,2,2,2,3,2,2,3,2,2,3,3,3,1,2,2,1,2,3,1, ,1, ,3, , ,6, , , ,10, , , , ,1, ,3, , ,6,7, , , , , , , , , ,3,4,5, , , , ,2,1, , , ,3,2,14, ,5, 
12760667850,1,3,1,1,2,1,3,4,5,4,4,2,5,3,4,2,4,3,1,5,3,2,1,2,4,1,1,2,2,3,3,3,2,2,3,4,3,5,5,5,2,1, , , , , ,5,6,7, ,9, , , , , , , ,3, ,5,6,7, ,9,10, , , , ,1,2,3,4,5, , , ,9,2,2, , , , ,2,14, ,15, 
12760667831,1,2,1,1,4,2,3,5,4,1,3,4,5,4,4,3,3,3,2,5,3,3,3,4,3,3,4,3,1,2,4,2,1,1,2,3,5,5,5,4,1,1, , , , , , , ,7, , , , , , , , , , , ,5,6, ,8, , , , , , , , ,3,4,5, , , ,9,2,2, , , , ,2,2, ,14, 
12760667205,1,2,1,2,2,2,2,5,2,3,4,2,5,2,4,2,1,1,2,4,4,4,4,4,3,2,4,3,1,2,2,3,1,1,2,3,2,5,5,4,1,1, , , ,3, ,5,6,7, ,9,10, , , , , , ,3,4,5,6,7,8,9, ,11, ,13, ,1,2,3,4,5,6, , ,9,2,1, , , ,3,4,0, ,0, 
